GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Pugwash, Nova Scotia, Royal Canadian Mounted Police, rural [12777]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Homicide [110],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Attempted murder [1210],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Sexual assault, level 1 [1330]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total sexual violations against children [130],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Assault, level 3, aggravated [1410]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Assault, level 1 [1430]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total robbery [160],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total breaking and entering [210],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total theft of motor vehicle [220],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total impaired driving [910],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,Total Drug violations [401],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Possession, cocaine [4120]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Homicide [110],0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Attempted murder [1210],1,4.14
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Sexual assault, level 3, aggravated [1310]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Sexual assault, level 1 [1330]",14,57.93
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total sexual violations against children [130],7,28.96
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Assault, level 3, aggravated [1410]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Assault, level 2, weapon or bodily harm [1420]",26,107.58
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Assault, level 1 [1430]",74,306.18
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total robbery [160],1,4.14
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total breaking and entering [210],46,190.33
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total theft of motor vehicle [220],31,128.26
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total impaired driving [910],141,583.39
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,Total Drug violations [401],17,70.34
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Possession, cocaine [4120]",2,8.28
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Total cocaine, trafficking, production or distribution [430]",7,28.96
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",5,20.69
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Homicide [110],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Attempted murder [1210],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Sexual assault, level 1 [1330]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total sexual violations against children [130],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Assault, level 3, aggravated [1410]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Assault, level 1 [1430]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total robbery [160],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total breaking and entering [210],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total theft of motor vehicle [220],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total impaired driving [910],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,Total Drug violations [401],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Possession, cocaine [4120]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Homicide [110],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Attempted murder [1210],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Sexual assault, level 1 [1330]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total sexual violations against children [130],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Assault, level 3, aggravated [1410]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Assault, level 1 [1430]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total robbery [160],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total breaking and entering [210],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total theft of motor vehicle [220],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total impaired driving [910],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,Total Drug violations [401],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Possession, cocaine [4120]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Homicide [110],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Attempted murder [1210],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Sexual assault, level 1 [1330]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total sexual violations against children [130],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Assault, level 3, aggravated [1410]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Assault, level 1 [1430]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total robbery [160],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total breaking and entering [210],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total theft of motor vehicle [220],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total impaired driving [910],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,Total Drug violations [401],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Possession, cocaine [4120]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Homicide [110],0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Attempted murder [1210],2,27.03
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Sexual assault, level 3, aggravated [1310]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Sexual assault, level 1 [1330]",7,94.61
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total sexual violations against children [130],5,67.58
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Assault, level 3, aggravated [1410]",2,27.03
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Assault, level 2, weapon or bodily harm [1420]",19,256.79
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Assault, level 1 [1430]",30,405.46
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total robbery [160],0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total breaking and entering [210],30,405.46
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total theft of motor vehicle [220],8,108.12
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total impaired driving [910],62,837.95
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,Total Drug violations [401],10,135.15
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Possession, cocaine [4120]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Total cocaine, trafficking, production or distribution [430]",5,67.58
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",3,40.55
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Homicide [110],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Attempted murder [1210],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Sexual assault, level 1 [1330]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total sexual violations against children [130],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Assault, level 3, aggravated [1410]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Assault, level 1 [1430]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total robbery [160],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total breaking and entering [210],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total theft of motor vehicle [220],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total impaired driving [910],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,Total Drug violations [401],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Possession, cocaine [4120]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Homicide [110],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Attempted murder [1210],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Sexual assault, level 1 [1330]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total sexual violations against children [130],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Assault, level 3, aggravated [1410]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Assault, level 1 [1430]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total robbery [160],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total breaking and entering [210],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total theft of motor vehicle [220],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total impaired driving [910],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,Total Drug violations [401],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Possession, cocaine [4120]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Homicide [110],0,0
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Attempted murder [1210],1,5.47
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Sexual assault, level 3, aggravated [1310]",0,0
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Sexual assault, level 1 [1330]",22,120.39
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total sexual violations against children [130],18,98.5
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Assault, level 3, aggravated [1410]",1,5.47
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Assault, level 2, weapon or bodily harm [1420]",34,186.06
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Assault, level 1 [1430]",100,547.23
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total robbery [160],0,0
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total breaking and entering [210],53,290.03
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total theft of motor vehicle [220],12,65.67
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total impaired driving [910],119,651.2
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,Total Drug violations [401],21,114.92
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Possession, cocaine [4120]",6,32.83
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",2,10.94
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",0,0
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Total cocaine, trafficking, production or distribution [430]",4,21.89
"Inverness County, Nova Scotia, Royal Canadian Mounted Police, rural [12813]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",8,43.78
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Homicide [110],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Attempted murder [1210],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Sexual assault, level 1 [1330]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total sexual violations against children [130],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Assault, level 3, aggravated [1410]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Assault, level 1 [1430]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total robbery [160],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total breaking and entering [210],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total theft of motor vehicle [220],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total impaired driving [910],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,Total Drug violations [401],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Possession, cocaine [4120]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, rural [12820]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Homicide [110],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Attempted murder [1210],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Sexual assault, level 3, aggravated [1310]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Sexual assault, level 1 [1330]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total sexual violations against children [130],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Assault, level 3, aggravated [1410]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Assault, level 1 [1430]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total robbery [160],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total breaking and entering [210],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total theft of motor vehicle [220],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total impaired driving [910],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,Total Drug violations [401],,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Possession, cocaine [4120]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Total cocaine, trafficking, production or distribution [430]",,
"Port Hawkesbury, Nova Scotia, Royal Canadian Mounted Police, municipal [12821]",2020,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Homicide [110],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Attempted murder [1210],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Sexual assault, level 3, aggravated [1310]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Sexual assault, level 1 [1330]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total sexual violations against children [130],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Assault, level 3, aggravated [1410]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Assault, level 2, weapon or bodily harm [1420]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Assault, level 1 [1430]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total robbery [160],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total breaking and entering [210],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total theft of motor vehicle [220],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total impaired driving [910],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,Total Drug violations [401],,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Possession, cocaine [4120]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"St. Peters, Nova Scotia, Royal Canadian Mounted Police, rural [12825]",2020,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
