GEOGRAPHY,YEAR,VIOLATIONS,INCIDENTS,RATES
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total robbery [160],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total breaking and entering [210],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total theft of motor vehicle [220],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total impaired driving [910],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,Total Drug violations [401],,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Possession, cocaine [4120]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Sherbrooke, Nova Scotia, Royal Canadian Mounted Police, rural [12780]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Homicide [110],0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Attempted murder [1210],0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Sexual assault, level 1 [1330]",3,13.09
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total sexual violations against children [130],6,26.18
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Assault, level 3, aggravated [1410]",3,13.09
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Assault, level 2, weapon or bodily harm [1420]",24,104.74
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Assault, level 1 [1430]",64,279.31
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total robbery [160],1,4.36
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total breaking and entering [210],66,288.03
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total theft of motor vehicle [220],40,174.57
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total impaired driving [910],50,218.21
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,Total Drug violations [401],60,261.85
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Possession, cocaine [4120]",3,13.09
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",1,4.36
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",18,78.55
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Total cocaine, trafficking, production or distribution [430]",4,17.46
"Enfield (East Hants), Nova Scotia, Royal Canadian Mounted Police, rural [12782]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",2,8.73
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Homicide [110],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Attempted murder [1210],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Sexual assault, level 1 [1330]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total sexual violations against children [130],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Assault, level 3, aggravated [1410]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Assault, level 1 [1430]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total robbery [160],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total breaking and entering [210],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total theft of motor vehicle [220],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total impaired driving [910],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,Total Drug violations [401],,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Possession, cocaine [4120]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Tatamagouche, Nova Scotia, Royal Canadian Mounted Police, rural [12785]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Homicide [110],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Attempted murder [1210],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Sexual assault, level 1 [1330]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total sexual violations against children [130],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Assault, level 3, aggravated [1410]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Assault, level 1 [1430]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total robbery [160],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total breaking and entering [210],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total theft of motor vehicle [220],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total impaired driving [910],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,Total Drug violations [401],,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Possession, cocaine [4120]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Bible Hill, Nova Scotia, Royal Canadian Mounted Police, rural [12786]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Homicide [110],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Attempted murder [1210],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Sexual assault, level 1 [1330]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total sexual violations against children [130],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Assault, level 3, aggravated [1410]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Assault, level 1 [1430]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total robbery [160],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total breaking and entering [210],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total theft of motor vehicle [220],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total impaired driving [910],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,Total Drug violations [401],,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Possession, cocaine [4120]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Arichat, Nova Scotia, Royal Canadian Mounted Police, rural [12800]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Homicide [110],0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Attempted murder [1210],5,69.97
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Sexual assault, level 3, aggravated [1310]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Sexual assault, level 1 [1330]",3,41.98
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total sexual violations against children [130],2,27.99
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Assault, level 3, aggravated [1410]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Assault, level 2, weapon or bodily harm [1420]",8,111.95
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Assault, level 1 [1430]",32,447.8
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total robbery [160],0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total breaking and entering [210],47,657.71
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total theft of motor vehicle [220],8,111.95
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total impaired driving [910],26,363.84
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,Total Drug violations [401],48,671.7
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Possession, cocaine [4120]",0,0
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",2,27.99
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",13,181.92
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Total cocaine, trafficking, production or distribution [430]",5,69.97
"Victoria County, Nova Scotia, Royal Canadian Mounted Police, rural [12802]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",16,223.9
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Homicide [110],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Attempted murder [1210],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Sexual assault, level 3, aggravated [1310]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Sexual assault, level 2, weapon or bodily harm [1320]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Sexual assault, level 1 [1330]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total sexual violations against children [130],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Assault, level 3, aggravated [1410]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Assault, level 2, weapon or bodily harm [1420]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Assault, level 1 [1430]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total robbery [160],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total breaking and entering [210],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total theft of motor vehicle [220],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total impaired driving [910],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,Total Drug violations [401],,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Possession, cocaine [4120]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Total, possession, other Controlled Drugs and Substances Act drugs [410]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Total cannabis, trafficking, production or distribution (pre-legalization) [420]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Total cocaine, trafficking, production or distribution [430]",,
"Chéticamp, Nova Scotia, Royal Canadian Mounted Police, rural [12805]",2016,"Total other Controlled Drugs and Substances Act drugs, trafficking, production or distribution [440]",,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2016,Homicide [110],,
"Ingonish Beach, Nova Scotia, Royal Canadian Mounted Police, rural [12812]",2016,Attempted murder [1210],,
